name,size,cost,discount,original_name,original_price
Pear-Shaped Amethyst and Lab-Created White Sapphire Frame Triple Row Split Shank Ring in Sterling Silver, Na, $139.99, 22%, Pear-Shaped Amethyst and Lab-Created White Sapphire Frame Triple Row Split Shank Ring in Sterling Silver, $139.99  (22% off)
Oval Amethyst and White Topaz Starburst Frame in Sterling Silver, Na, $159.99, 20%, Oval Amethyst and White Topaz Starburst Frame in Sterling Silver, $159.99  (20% off)
Amethyst Bead Shank Ring in 10K Gold - Size 7, 5.0mm, $149.99, 25%, 5.0mm Amethyst Bead Shank Ring in 10K Gold - Size 7, $149.99  (25% off)
Amethyst Petite Stackable Band in 10K Gold, Na, $309.99, 22%, Amethyst Petite Stackable Band in 10K Gold, $309.99  (22% off)
Amethyst Cluster Heart Ring in 10K Gold, Na, $309.99, 22%, Amethyst Cluster Heart Ring in 10K Gold, $309.99  (22% off)
White Topaz Bead Shank Ring in 10K Gold, 5.0mm, $149.99, 25%, 5.0mm White Topaz Bead Shank Ring in 10K Gold, $149.99  (25% off)
Emerald-Cut Swiss Blue Topaz Solitaire Ring in Sterling Silver with 18K Gold Plate, Na, $149.99, 25%, Emerald-Cut Swiss Blue Topaz Solitaire Ring in Sterling Silver with 18K Gold Plate, $149.99  (25% off)
Oval Swiss Blue and White Topaz Starburst Double Frame Ring in Sterling Silver, Na, $159.99, 20%, Oval Swiss Blue and White Topaz Starburst Double Frame Ring in Sterling Silver, $159.99  (20% off)
Marilyn Monroe™ Collection Pear-Shaped Amethyst and Iolite with  Diamond Ring in Sterling Silver, 1/2 CT. T.W., $999.00, 0, Marilyn Monroe™ Collection Pear-Shaped Amethyst and Iolite with 1/2 CT. T.W. Diamond Ring in Sterling Silver, $999.00
Ruby Bead Shank Ring in 10K Gold, 5.0mm, $149.99, 25%, 5.0mm Ruby Bead Shank Ring in 10K Gold, $149.99  (25% off)
Ruby Cluster Heart Ring in 10K Gold, Na, $309.99, 22%, Ruby Cluster Heart Ring in 10K Gold, $309.99  (22% off)
Marilyn Monroe™ Collection Emerald-Cut Iolite and  Diamond Border Bar Ring in Sterling Silver, 1/8 CT. T.W., $499.99, 21%, Marilyn Monroe™ Collection Emerald-Cut Iolite and 1/8 CT. T.W. Diamond Border Bar Ring in Sterling Silver, $499.99  (21% off)
Captivating Color Pear-Shaped Rhodolite Blue Topaz Amethyst and Diamond Accent Double Frame Ring in 14K Rose Gold, Na, $869.99, 21%, Captivating Color Pear-Shaped Rhodolite Blue Topaz Amethyst and Diamond Accent Double Frame Ring in 14K Rose Gold, $869.99  (21% off)
Captivating Color Oval Opal Amethyst and  Diamond Ornate Border Split Shank Ring in 14K Rose Gold, 1/3 CT. T.W., $1029.99, 21%, Captivating Color Oval Opal Amethyst and 1/3 CT. T.W. Diamond Ornate Border Split Shank Ring in 14K Rose Gold, $1029.99  (21% off)
Captivating Color Oval Opal Spessartite and Diamond Accent Frame Ring in 14K Gold, Na, $789.99, 21%, Captivating Color Oval Opal Spessartite and Diamond Accent Frame Ring in 14K Gold, $789.99  (21% off)
Aquamarine and Lab-Created White Sapphire Frame Ring in 10K White Gold, 6.0mm, $339.99, 21%, 6.0mm Aquamarine and Lab-Created White Sapphire Frame Ring in 10K White Gold, $339.99  (21% off)
Oval Swiss Blue and White Topaz Tri-Sides Ring in 10K Gold, Na, $399.99, 20%, Oval Swiss Blue and White Topaz Tri-Sides Ring in 10K Gold, $399.99  (20% off)
White Topaz Cluster Heart Ring in 10K Gold, Na, $309.99, 22%, White Topaz Cluster Heart Ring in 10K Gold, $309.99  (22% off)
Ladies'  Wedding Band in 10K Rose Gold, 2.0mm, $99.00, 0, Ladies' 2.0mm Wedding Band in 10K Rose Gold, $99.00
Ladies'  Wedding Band in 10K White Gold, 4.0mm, $199.00, 0, Ladies' 4.0mm Wedding Band in 10K White Gold, $199.00
Ladies'  Wedding Band in 10K Gold, 2.0mm, $99.00, 0, Ladies' 2.0mm Wedding Band in 10K Gold, $99.00
Half-Round Engravable Wedding Band in 10K White Yellow or Rose Gold (1 Line), 6.0mm, $499.00, 0, 6.0mm Half-Round Engravable Wedding Band in 10K White Yellow or Rose Gold (1 Line), $499.00
Ladies'  Curb Chain Link Ring in 10K Gold, 7.0mm, $229.99, 23%, Ladies' 7.0mm Curb Chain Link Ring in 10K Gold, $229.99  (23% off)
Comfort-Fit Wedding Band in Black Silicone, 6.0mm, $29.00, 0, 6.0mm Comfort-Fit Wedding Band in Black Silicone, $29.00
Multi-Finish Signet Ring in 10K Gold, Na, $269.99, 23%, Multi-Finish Signet Ring in 10K Gold, $269.99  (23% off)
Beaded Curb Chain Link Stackable Band in 10K Gold, Na, $149.99, 25%, Beaded Curb Chain Link Stackable Band in 10K Gold, $149.99  (25% off)
Multi-Finish Graduated Disc Stackable Band in 10K Gold, Na, $149.99, 25%, Multi-Finish Graduated Disc Stackable Band in 10K Gold, $149.99  (25% off)
Cursive "love" Stackable Ring in 10K Gold, Na, $149.99, 25%, Cursive "love" Stackable Ring in 10K Gold, $149.99  (25% off)
Ladies'  Wedding Band in 10K White Gold, 2.0mm, $99.00, 0, Ladies' 2.0mm Wedding Band in 10K White Gold, $99.00
Bevelled Edge Euro Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), 6.5mm, $999.00, 0, 6.5mm Bevelled Edge Euro Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), $999.00
Ladies'  Half-Round Engravable Wedding Band in 10K White Yellow or Rose Gold (1 Line), 2.0mm, $149.00, 0, Ladies' 2.0mm Half-Round Engravable Wedding Band in 10K White Yellow or Rose Gold (1 Line), $149.00
Ladies'  Wedding Band in 10K Rose Gold, 4.0mm, $199.00, 0, Ladies' 4.0mm Wedding Band in 10K Rose Gold, $199.00
Half-Round Engravable Wedding Band in 10K White Yellow or Rose Gold (1 Line), 4.0mm, $299.00, 0, 4.0mm Half-Round Engravable Wedding Band in 10K White Yellow or Rose Gold (1 Line), $299.00
Bold Twisted Dome Ring in 10K Gold, 10.0mm, $469.99, 22%, 10.0mm Bold Twisted Dome Ring in 10K Gold, $469.99  (22% off)
Rope-Texture with Mini Puff Cross Stackable Band in 10K Gold, Na, $179.99, 21%, Rope-Texture with Mini Puff Cross Stackable Band in 10K Gold, $179.99  (21% off)
Diamond-Cut Swirl Milgrain Edge Comfort Fit Wedding Band in 10K Gold with White Rhodium, 6.0mm, $399.00, 0, 6.0mm Diamond-Cut Swirl Milgrain Edge Comfort Fit Wedding Band in 10K Gold with White Rhodium, $399.00
Marilyn Monroe™ Collection 1- Baguette and Round Diamond Alternating Anniversary Band in 14K White Gold, 1/2 CT. T.W., $2799.99, 0, Marilyn Monroe™ Collection 1-1/2 CT. T.W. Baguette and Round Diamond Alternating Anniversary Band in 14K White Gold, $2799.99
Marilyn Monroe™ Collection  Diamond Geometric Anniversary Band in 14K White Gold, 1/2 CT. T.W., $1299.99, 0, Marilyn Monroe™ Collection 1/2 CT. T.W. Diamond Geometric Anniversary Band in 14K White Gold, $1299.99
Ladies'  Wedding Band in 10K Gold, 4.0mm, $199.00, 0, Ladies' 4.0mm Wedding Band in 10K Gold, $199.00
Ladies'  Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), 2.0mm, $269.00, 0, Ladies' 2.0mm Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), $269.00
Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), 5.0mm, $799.00, 0, 5.0mm Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), $799.00
Ladies'  Wedding Band in 14K White Gold, 3.0mm, $159.00, 0, Ladies' 3.0mm Wedding Band in 14K White Gold, $159.00
Marilyn Monroe™ Collection  Diamond Scallop-Edge Anniversary Band in 14K White Gold, 3/4 CT. T.W., $1499.99, 0, Marilyn Monroe™ Collection 3/4 CT. T.W. Diamond Scallop-Edge Anniversary Band in 14K White Gold, $1499.99
Marilyn Monroe™ Collection  Diamond Vintage-Style Triple Row Anniversary Band in 14K White Gold, 1/2 CT. T.W., $1299.99, 0, Marilyn Monroe™ Collection 1/2 CT. T.W. Diamond Vintage-Style Triple Row Anniversary Band in 14K White Gold, $1299.99
Marilyn Monroe™ Collection  Baguette and Round Diamond Vintage-Style Anniversary Band in 14K Gold, 5/8 CT. T.W., $1999.99, 0, Marilyn Monroe™ Collection 5/8 CT. T.W. Baguette and Round Diamond Vintage-Style Anniversary Band in 14K Gold, $1999.99
Ladies'  Comfort Fit Wedding Band in 14K White Gold, 3.0mm, $199.00, 0, Ladies' 3.0mm Comfort Fit Wedding Band in 14K White Gold, $199.00
Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), 4.0mm, $599.00, 0, 4.0mm Comfort-Fit Engravable Wedding Band in 14K White Yellow or Rose Gold (1 Line), $599.00
Certified Lab-Created Diamond Band in 14K White Gold (F/VS2), 1/2 CT. T.W., $899.99, 20%, 1/2 CT. T.W. Certified Lab-Created Diamond Band in 14K White Gold (F/VS2), $899.99  (20% off)
Certified Composite Lab-Created Diamond Multi-Row Ring in 14K White Gold (F/SI2), 2 CT. T.W., $1499.99, 20%, 2 CT. T.W. Certified Composite Lab-Created Diamond Multi-Row Ring in 14K White Gold (F/SI2), $1499.99  (20% off)
Marilyn Monroe™ Collection  Diamond Starburst Ring in 10K White Gold, 1/2 CT. T.W., $999.00, 0, Marilyn Monroe™ Collection 1/2 CT. T.W. Diamond Starburst Ring in 10K White Gold, $999.00
Marilyn Monroe™ Collection  Diamond Art Deco Ring in 10K White Gold, 1 CT. T.W., $1499.99, 20%, Marilyn Monroe™ Collection 1 CT. T.W. Diamond Art Deco Ring in 10K White Gold, $1499.99  (20% off)
Marilyn Monroe™ Collection  Baguette and Round Diamond Scalloped Ring in 10K White Gold, 1 CT. T.W., $2499.00, 0, Marilyn Monroe™ Collection 1 CT. T.W. Baguette and Round Diamond Scalloped Ring in 10K White Gold, $2499.00
Marilyn Monroe™ Collection  Diamond Multi-Row Vintage-Style Anniversary Band in 14K White Gold, 2 CT. T.W., $3299.99, 0, Marilyn Monroe™ Collection 2 CT. T.W. Diamond Multi-Row Vintage-Style Anniversary Band in 14K White Gold, $3299.99
Marilyn Monroe™ Collection  Baguette and Round Diamond Multi-Row Band in 14K White Gold, 3/8 CT. T.W., $1119.00, 0, Marilyn Monroe™ Collection 3/8 CT. T.W. Baguette and Round Diamond Multi-Row Band in 14K White Gold, $1119.00
Marilyn Monroe™ Collection 1- Baguette and Round Diamond Alternating Band in 14K White Gold, 1/2 CT. T.W., $2999.99, 0, Marilyn Monroe™ Collection 1-1/2 CT. T.W. Baguette and Round Diamond Alternating Band in 14K White Gold, $2999.99
Marilyn Monroe™ Collection  Baguette and Round Diamond Multi-Row Ring in 14K White Gold, 2 CT. T.W., $3499.99, 0, Marilyn Monroe™ Collection 2 CT. T.W. Baguette and Round Diamond Multi-Row Ring in 14K White Gold, $3499.99
Certified Lab-Created Diamond Band in 14K White Gold (F/VS2), 1/4 CT. T.W., $599.99, 20%, 1/4 CT. T.W. Certified Lab-Created Diamond Band in 14K White Gold (F/VS2), $599.99  (20% off)
Certified Lab-Created Diamond Five Stone Band in 14K White Gold (F/VS2), 1 CT. T.W., $1599.99, 20%, 1 CT. T.W. Certified Lab-Created Diamond Five Stone Band in 14K White Gold (F/VS2), $1599.99  (20% off)
Cushion-Cut Sky Blue Topaz and Lab-Created White Sapphire Bypass Ring in Sterling Silver, 6.0mm, $69.99, 29%, 6.0mm Cushion-Cut Sky Blue Topaz and Lab-Created White Sapphire Bypass Ring in Sterling Silver, $69.99  (29% off)
Marilyn Monroe™ Collection  Diamond Crossover Ring in 10K White Gold, 3/4 CT. T.W., $1499.99, 20%, Marilyn Monroe™ Collection 3/4 CT. T.W. Diamond Crossover Ring in 10K White Gold, $1499.99  (20% off)
Certified Lab-Created Diamond Multi-Row Band in 14K White Gold (F/SI2), 4 CT. T.W., $2999.99, 20%, 4 CT. T.W. Certified Lab-Created Diamond Multi-Row Band in 14K White Gold (F/SI2), $2999.99  (20% off)
Certified Lab-Created Diamond Multi-Row Bypass Ring in 14K White Gold (F/SI2), 2 CT. T.W., $1799.99, 20%, 2 CT. T.W. Certified Lab-Created Diamond Multi-Row Bypass Ring in 14K White Gold (F/SI2), $1799.99  (20% off)
Certified Lab-Created Diamond Oval Frame Split Shank Ring in 14K White Gold (F/SI2), 1 CT. T.W., $1199.99, 20%, 1 CT. T.W. Certified Lab-Created Diamond Oval Frame Split Shank Ring in 14K White Gold (F/SI2), $1199.99  (20% off)
Enchanted Disney Aladdin  Swiss Blue Topaz and  Diamond Frame Ring in Sterling Silver and 10K Gold, 8.0mm, $335.40, 0, Enchanted Disney Aladdin 8.0mm Swiss Blue Topaz and 1/5 CT. T.W. Diamond Frame Ring in Sterling Silver and 10K Gold, Now  $335.40
Serena Williams Jewelry 1/20 CT. Diamond Solitaire "UNSTOPPABLE" Band in 10K Gold, Na, $739.00, 0, Serena Williams Jewelry 1/20 CT. Diamond Solitaire "UNSTOPPABLE" Band in 10K Gold, $739.00
Certified Lab-Created Diamond Bypass Ring in 14K White Gold (F/SI2), 1 CT. T.W., $999.99, 20%, 1 CT. T.W. Certified Lab-Created Diamond Bypass Ring in 14K White Gold (F/SI2), $999.99  (20% off)
Serena Williams Jewelry  Diamond Curved Two-Finger Ring in 10K Gold - Size 7, 1/3 CT. T.W., $869.00, 0, Serena Williams Jewelry 1/3 CT. T.W. Diamond Curved Two-Finger Ring in 10K Gold - Size 7, $869.00
Serena Williams Jewelry  Diamond "loved" Ring in 10K Gold, 1/5 CT. T.W., $569.00, 0, Serena Williams Jewelry 1/5 CT. T.W. Diamond "loved" Ring in 10K Gold, $569.00
Serena Williams Jewelry  Diamond Graduated Curve Ring in 10K White Gold, 1/6 CT. T.W., $439.00, 0, Serena Williams Jewelry 1/6 CT. T.W. Diamond Graduated Curve Ring in 10K White Gold, $439.00
Enchanted Disney Belle  Diamond Rose Stackable Band Set in Sterling Silver and 10K Rose Gold, 1/5 CT. T.W., $467.40, 33%, Enchanted Disney Belle 1/5 CT. T.W. Diamond Rose Stackable Band Set in Sterling Silver and 10K Rose Gold, $467.40  (33% off)
Vera Wang Love Collection Princess-Cut Blue Sapphire and  Diamond Frame Ring in Sterling Silver, 1/4 CT. T.W., $334.50, 0, Vera Wang Love Collection Princess-Cut Blue Sapphire and 1/4 CT. T.W. Diamond Frame Ring in Sterling Silver, Now  $334.50
Cherished Promise Collection™  Princess-Cut Composite Diamond Promise Ring in 10K White Gold, 1/4 CT. T.W., $529.99, 21%, Cherished Promise Collection™ 1/4 CT. T.W. Princess-Cut Composite Diamond Promise Ring in 10K White Gold, $529.99  (21% off)
Cherished Promise Collection™ Diamond Accent and Blue Sapphire Twist Ring in Sterling Silver, Na, $109.99, 26%, Cherished Promise Collection™ Diamond Accent and Blue Sapphire Twist Ring in Sterling Silver, $109.99  (26% off)
Enchanted Disney Elsa  Diamond Snowflake Ring in Sterling Silver, 1/10 CT. T.W., $137.40, 31%, Enchanted Disney Elsa 1/10 CT. T.W. Diamond Snowflake Ring in Sterling Silver, $137.40  (31% off)
Enchanted Disney Belle  Diamond Rose Ring in Sterling Silver and 10K Gold, 1/10 CT. T.W., $272.30, 0, Enchanted Disney Belle 1/10 CT. T.W. Diamond Rose Ring in Sterling Silver and 10K Gold, Now  $272.30
Enchanted Disney Villains Ursula  Diamond Intertwining Tentacle Ring in 14K White Gold and Black Rhodium, 1/3 CT. T.W., $724.50, 44%, Enchanted Disney Villains Ursula 1/3 CT. T.W. Diamond Intertwining Tentacle Ring in 14K White Gold and Black Rhodium, $724.50  (44% off)
Vera Wang Love Collection  Enhanced Black Diamond Multi-Row Chevron Ring in Sterling Silver, 1/2 CT. T.W., $300.30, 21%, Vera Wang Love Collection 1/2 CT. T.W. Enhanced Black Diamond Multi-Row Chevron Ring in Sterling Silver, $300.30  (21% off)
Enchanted Disney Ariel  Diamond Tail Fin Bypass Ring in Sterling Silver and 10K Rose Gold, 1/6 CT. T.W., $239.50, 44%, Enchanted Disney Ariel 1/6 CT. T.W. Diamond Tail Fin Bypass Ring in Sterling Silver and 10K Rose Gold, $239.50  (44% off)
Vera Wang Love Collection  Diamond and Blue Sapphire Multi-Row Spiral Ring in 14K White Gold, 1/3 CT. T.W., $614.50, 0, Vera Wang Love Collection 1/3 CT. T.W. Diamond and Blue Sapphire Multi-Row Spiral Ring in 14K White Gold, Now  $614.50
Cherished Promise Collection™ Diamond Accent Triple Heart Promise Ring in Sterling Silver, Na, $109.99, 26%, Cherished Promise Collection™ Diamond Accent Triple Heart Promise Ring in Sterling Silver, $109.99  (26% off)
Vera Wang Love Collection  Diamond and Baguette Blue Sapphire Multi-Row Wedding Band in 14K White Gold, 1/4 CT. T.W., $1389.50, 0, Vera Wang Love Collection 1/4 CT. T.W. Diamond and Baguette Blue Sapphire Multi-Row Wedding Band in 14K White Gold, Now  $1389.50
The Kindred Heart from Vera Wang Love Collection Blue Sapphire Stackable Ring Set in Sterling Silver, Na, $89.40, 0, The Kindred Heart from Vera Wang Love Collection Blue Sapphire Stackable Ring Set in Sterling Silver, Now  $89.40
Enchanted Disney Princess  Diamond Tiara Ring in Sterling Silver, 1/10 CT. T.W., $174.50, 42%, Enchanted Disney Princess 1/10 CT. T.W. Diamond Tiara Ring in Sterling Silver, $174.50  (42% off)
Cherished Promise Collection™  Diamond Cluster Twist Shank Ring in Sterling Silver, 1/20 CT. T.W., $109.99, 26%, Cherished Promise Collection™ 1/20 CT. T.W. Diamond Cluster Twist Shank Ring in Sterling Silver, $109.99  (26% off)
Enchanted Disney Merida Pear-Shaped Blue Topaz and  Diamond Bow and Arrow Ring in Sterling Silver, 1/20 CT. T.W., $137.40, 31%, Enchanted Disney Merida Pear-Shaped Blue Topaz and 1/20 CT. T.W. Diamond Bow and Arrow Ring in Sterling Silver, $137.40  (31% off)
Diamond-Cut Multi-Row Dome Band in 10K Gold - Size 7, 8.0mm, $209.40, 40%, 8.0mm Diamond-Cut Multi-Row Dome Band in 10K Gold - Size 7, $209.40  (40% off)
Enchanted Disney Tiana  Diamond Water Lily Swirl Ring in Sterling Silver and 10K Gold, 1/10 CT. T.W., $269.40, 0, Enchanted Disney Tiana 1/10 CT. T.W. Diamond Water Lily Swirl Ring in Sterling Silver and 10K Gold, Now  $269.40
Enchanted Disney Snow White  Garnet and  Diamond Promise Ring in 10K Two-Tone Gold, 6.0mm, $468.30, 0, Enchanted Disney Snow White 6.0mm Garnet and 1/10 CT. T.W. Diamond Promise Ring in 10K Two-Tone Gold, Now  $468.30
Vera Wang Love Collection  Enhanced Black Diamond Bow Ring in Sterling Silver, 1/4 CT. T.W., $181.30, 21%, Vera Wang Love Collection 1/4 CT. T.W. Enhanced Black Diamond Bow Ring in Sterling Silver, $181.30  (21% off)
Cherished Promise Collection™  Pear-Shaped Diamond Frame Promise Ring in 10K White Gold, 1/3 CT. T.W., $749.99, 20%, Cherished Promise Collection™ 1/3 CT. T.W. Pear-Shaped Diamond Frame Promise Ring in 10K White Gold, $749.99  (20% off)
Cherished Promise Collection™  Diamond Teardrop Frame Promise Ring in Sterling Silver, 1/5 CT. T.W., $309.99, 22%, Cherished Promise Collection™ 1/5 CT. T.W. Diamond Teardrop Frame Promise Ring in Sterling Silver, $309.99  (22% off)
Cherished Promise Collection™  Diamond Vintage-Style Promise Ring in 10K White Gold, 1/8 CT. T.W., $339.99, 21%, Cherished Promise Collection™ 1/8 CT. T.W. Diamond Vintage-Style Promise Ring in 10K White Gold, $339.99  (21% off)
Vera Wang Love Collection  Diamond and Blue Sapphire Band in 14K White Gold, 1/3 CT. T.W., $869.40, 0, Vera Wang Love Collection 1/3 CT. T.W. Diamond and Blue Sapphire Band in 14K White Gold, Now  $869.40
Enchanted Disney Merida  Diamond Arrow Ring in Sterling Silver, 1/10 CT. T.W., $169.50, 43%, Enchanted Disney Merida 1/10 CT. T.W. Diamond Arrow Ring in Sterling Silver, $169.50  (43% off)
Cherished Promise Collection™  Diamond Heart Frame Promise Ring in 10K Rose Gold, 1/8 CT. T.W., $369.99, 21%, Cherished Promise Collection™ 1/8 CT. T.W. Diamond Heart Frame Promise Ring in 10K Rose Gold, $369.99  (21% off)
Cherished Promise Collection™ Blue Topaz and  Diamond Oval Frame Promise Ring in 10K Rose Gold, 1/20 CT. T.W., $309.99, 22%, Cherished Promise Collection™ Blue Topaz and 1/20 CT. T.W. Diamond Oval Frame Promise Ring in 10K Rose Gold, $309.99  (22% off)
Celebration Ideal  Diamond Five Stone Band in 14K White Gold (I/I1), 1 CT. T.W., $3339.00, 0, Celebration Ideal 1 CT. T.W. Diamond Five Stone Band in 14K White Gold (I/I1), $3339.00
Cherished Promise Collection™  Quad Princess-Cut Diamond Promise Ring in 10K White Gold, 1/4 CT. T.W., $459.99, 21%, Cherished Promise Collection™ 1/4 CT. T.W. Quad Princess-Cut Diamond Promise Ring in 10K White Gold, $459.99  (21% off)
Cherished Promise Collection™  Diamond Three Stone Cluster Ring in Sterling Silver, 1/8 CT. T.W., $199.99, 23%, Cherished Promise Collection™ 1/8 CT. T.W. Diamond Three Stone Cluster Ring in Sterling Silver, $199.99  (23% off)
Cherished Promise Collection™ Swiss Blue Topaz and Diamond Accent Vintage-Style Promise Ring in Sterling Silver, Na, $209.99, 22%, Cherished Promise Collection™ Swiss Blue Topaz and Diamond Accent Vintage-Style Promise Ring in Sterling Silver, $209.99  (22% off)
Cherished Promise Collection™  Baguette and Round Composite Diamond Promise Ring in 10K Gold, 1/5 CT. T.W., $469.99, 22%, Cherished Promise Collection™ 1/5 CT. T.W. Baguette and Round Composite Diamond Promise Ring in 10K Gold, $469.99  (22% off)
